Film,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
Hostel Part II,45,46,45.5,39,50,-11,44.5,1,horror,horror,sequel,8.2,"8,203,391",17.6,"17,609,452",18.0,"18,010,069","35,619,521",36,50.56%,10,356%,82.03%,2007,,,http://www.amazon.co.uk/Hostel-Part-II-Lauren-German/dp/B00FYH3MWC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386072&sr=1-1&keywords=Hostel+Part+II
The Post,87,83,85,72,69,3,70.5,15,Drama,Drama,based on a true story,19.4,"19,361,968",,"81,903,458",95.8,"95,766,894","177,670,352",178,53.90%,50,355%,38.72%,2018,,,https://www.amazon.com/Post-Meryl-Streep/dp/B078XMV6WJ/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546973832&sr=1-2&keywords=The+Post
Rampage,53,45,49,77,60,17,68.5,-20,Action,Action,adaptation,35.8,"35,753,093",99.3,"99,345,950",326.9,"326,900,000","426,245,950",426,76.69%,120,355%,29.79%,2018,,,https://www.amazon.com/Rampage-Dwayne-Johnson/dp/B07CCGD3MX/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975235&sr=1-2&keywords=Rampage
Night School,28,43,36,43,54,-11,48.5,-13,Comedy,Comedy,original screenplay,27.3,"27,257,615",77.3,"77,339,130",25.5,"25,531,416","102,870,546","1,029",24.82%,29,355%,93.99%,2018,,,https://www.amazon.com/Night-School-Kevin-Hart/dp/B07HMMT891/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975472&sr=1-1&keywords=Night+School
The Amazing Spider-Man 2,53,53,53.0,66,68,-2,67,-14,action,"action, adventure",sequel,91.6,"91,608,337",202.9,"202,853,933",506.1,"506,128,390","708,982,323",709,71.39%,200,354%,45.80%,2014,,,http://www.amazon.com/gp/product/B00JPNZPCG/?tag=titb-20
Leap!,37,48,43,63,64,-1,63.5,-21,animation,animation,original screenplay,4.7,"4,730,038",21.9,"21,858,070",84.2,"84,197,417","106,055,487",106,79.39%,30,354%,15.77%,2017,,,https://www.amazon.co.uk/Leap-Marshall-Goldsmith/dp/B07JN82NSS/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978228&sr=1-1&keywords=Leap21
National Treasure: Book of Secrets,31,48,39.5,67,57,10,62,-22.5,adventure,adventure,sequel,44.8,"44,783,772",220.0,"219,964,115",237.4,"237,400,485","457,364,600",457,51.91%,130,352%,34.45%,2007,,,http://www.amazon.co.uk/National-Treasure-Secrets-Nicolas-Cage/dp/B00H36DEPC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386295&sr=1-1&keywords=National+Treasure3A+Book+of+Secrets
Cloudy With a Chance of Meatballs 2,70,59,64.5,67,71,-4,69,-4.5,sci-fi,"Sci-Fi, Fantasy, Comedy, Animation, Family",sequel,34.0,"34,017,930",119.8,"119,793,567",154.5,"154,532,382","274,325,949",274,56.33%,78,352%,43.61%,2013,,,http://www.amazon.com/gp/product/B00304E5NG/?tag=titb-20
The Hangover Part III,19,30,24.5,45,54,-9,49.5,-25,Comedy,Comedy,sequel,41.7,"41,671,198",112.2,"112,200,072",249.8,"249,800,000","362,000,072",362,69.01%,103,351%,40.46%,2013,,,http://www.amazon.com/gp/product/B00FPGSPQU/?tag=titb-20
What Men Want,45,49,47,32,27,5,30,18,Fantasy,"Fantasy, Comedy, Romance",remake / reboot,18.2,"18,232,087",54.6,"54,584,109",15.7,"15,672,610","70,256,719",70,22.31%,20,351%,91.16%,2019,,,https://www.amazon.co.uk/What-Men-Want-Taraji-Henson/dp/B07PRQVBFY/ref=sr_1_1?keywords=What+Men+Want&qid=1557072759&s=instant-video&sr=1-1
Forgetting Sarah Marshall,85,67,76,75,75,0,75,1,comedy,"comedy, romance",original screenplay,17.7,"17,730,000",63.2,"63,170,000",42.0,"42,000,000","105,170,000",105,39.94%,30,351%,59.10%,2008,,,http://www.amazon.com/gp/product/B001L2IFVM/?tag=titb-20
Diary of a Wimpy Kid: Dog Days,51,54,52.5,64,71,-7,67.5,-15,comedy,"comedy, family",adaptation,14.6,"14,623,599",49.0,"49,008,662",28.1,"28,103,514","77,112,176",77,36.44%,22,351%,66.47%,2012,,,http://www.amazon.com/gp/product/B00APVBKR6/?tag=titb-20
Remember Me,28,40,34,70,80,-10,75,-41,romance,romance,original screenplay,8.0,"8,000,000",19.1,"19,070,000",37.0,"36,960,000","56,030,000",56,65.96%,16,350%,50.00%,2010,,,http://www.amazon.com/gp/product/B003JHB7WG/?tag=titb-20
The Equalizer,61,57,59.0,77,68,9,72.5,-13.5,action,"action, thriller, crime",adaptation,34.1,"34,137,828",101.5,"101,530,738",90.8,"90,800,000","192,330,738",192,47.21%,55,350%,62.07%,2014,,,http://www.amazon.com/gp/product/B00NY4UIKG/?tag=titb-20
Dr. Seuss' Horton Hears a Who!,79,71,75,75,77,-2,76,-1,animation,"animation, adventure, comedy",adaptation,45.0,"45,000,000",154.5,"154,530,000",142.6,"142,610,000","297,140,000",297,47.99%,85,350%,52.94%,2008,,,http://www.amazon.com/gp/product/B001N4Q4MA/?tag=titb-20
Batman v Superman,27,44,35.5,64,70,-6,67,-31.5,Action,Action,sequel,166.0,"166,007,347",330.4,"330,360,194",542.9,"542,900,000","873,260,194",873,62.17%,250,349%,66.40%,2016,,,https://www.amazon.com/Batman-v-Superman-Dawn-Justice/dp/B01DAWJ7C6/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219522&sr=1-1&keywords=Batman+v+Superman3A+Dawn+of+Justice
Earth to Echo,48,53,50.5,47,47,0,47,3.5,adventure,"adventure, sci-fi, family",original screenplay ,8.4,"8,364,658",38.9,"38,934,842",6.4,"6,401,862","45,336,704",45,14.12%,13,349%,64.34%,2014,,,http://www.amazon.com/gp/product/B00NMUU0SW/?tag=titb-20
Live Free or Die Hard,79,69,74.0,86,69,17,77.5,-3.5,action,action,sequel,33.4,"33,369,559",134.5,"134,529,403",249.0,"249,002,043","383,531,446",384,64.92%,110,349%,30.34%,2007,,,http://www.amazon.co.uk/Live-Free-Die-Hard-4-0/dp/B00GKRGLQY/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386218&sr=1-1&keywords=Live+Free+or+Die+Hard
Safe Haven,12,34,23.0,67,54,13,60.5,-37.5,Drama,"Drama, Mystery, Thriller, Romance",adaptation,21.4,"21,401,594",71.3,"71,349,120",26.2,"26,245,020","97,594,140",98,26.89%,28,349%,76.43%,2013,,,http://www.amazon.com/gp/product/B00COGXGNQ/?tag=titb-20
Gnomeo and Juliet,56,53,54.5,52,59,-7,55.5,-1,animation,"animation, comedy, family",original screenplay,25.4,"25,360,000",100.0,"99,970,000",94.0,"94,000,000","125,330,100",125,75.00%,36,348%,70.44%,2011,,,http://www.amazon.com/gp/product/B004Z2TUDW/?tag=titb-20
My Sister's Keeper ,47,51,49,73,65,8,69,-20,drama,drama ,adaptation,12.4,"12,400,000",49.2,"49,200,000",46.5,"46,510,000","95,710,000",96,48.59%,28,348%,45.09%,2009,,,http://www.amazon.com/gp/product/B002XCTO5A/?tag=titb-20
The Lobster,90,82,86.0,65,67,-2,66,20,romance,"romance, comedy",original screenplay,0.2,"190,252",9.2,"9,196,278",6.5,"6,459,915","15,656,193",16,41.26%,5,348%,4.23%,2016,,,https://www.amazon.com/Lobster-Colin-Farrell/dp/B01I0QTVEQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218150&sr=1-1&keywords=The+Lobster
An Education,94,85,89.5,78,79,-1,78.5,11,drama,drama ,adaptation,0.8,"760,000",12.6,"12,570,000",13.5,"13,520,000","26,090,000",26,51.82%,8,348%,10.13%,2009,,,http://www.amazon.com/gp/product/B003EJ41KO/?tag=titb-20
Anchorman 2: The Legend Continues,75,61,68.0,53,62,-9,57.5,10.5,Comedy,Comedy,sequel,26.2,"26,232,425",127.4,"127,352,707",46.3,"46,296,308","173,649,015",174,26.66%,50,347%,52.46%,2013,,,http://www.amazon.com/gp/product/B00HVNZT3M/?tag=titb-20
Spectre,64,60,62.0,65,67,-2,66,-4.0,action,action,sequel,70.4,"70,403,148",196.5,"196,489,955",653.9,"653,900,000","850,389,955",850,76.89%,245,347%,28.74%,2015,Oscar Winner,Original Song,http://www.amazon.com/gp/product/B017HYSN0A/?tag=titb-20
The Wedding Ringer,27,35,31,65,31,34,48,-17,comedy,comedy,original screenplay,20.6,"20,649,306",64.5,"64,460,211",15.3,"15,339,669","79,799,880",80,19.22%,23,347%,89.78%,2015,,,http://www.amazon.com/gp/product/B00SBZL7F8/?tag=titb-20
Piranha 3-D,74,53,63.5,45,57,-12,51,12.5,comedy,"comedy, horror",remake / reboot,10.1,"10,100,000",25.0,"25,000,000",58.2,"58,190,000","83,190,000",83,69.95%,24,347%,42.08%,2010,,,http://www.amazon.com/gp/product/B004HGWYX4/?tag=titb-20
Jason Bourne,56,58,57.0,59,65,-6,62,-5.0,Action,Action,sequel,59.2,"59,215,365",162.2,"162,192,920",253.1,"253,050,504","415,243,424",415,60.94%,120,346%,49.35%,2016,,,https://www.amazon.com/Jason-Bourne-Matt-Damon/dp/B01J2KIHOO/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219479&sr=1-1&keywords=Jason+Bourne
The Wolverine,69,60,64.5,70,67,3,68.5,-4,Action,"Action, Adventure, Sci-Fi, Fantasy",adaptation,53.1,"53,113,752",132.6,"132,556,852",282.3,"282,271,394","414,828,246",415,68.05%,120,346%,44.26%,2013,,,http://www.amazon.com/gp/product/B008ASLK8A/
Pirates of the Caribbean: Dead Men Tell No Tales,30,39,35,62,63,-1,62.5,-28,adventure,"period, adventure",sequel,63.0,"62,983,253",172.6,"172,558,876",622.3,"622,302,918","794,861,794",795,78.29%,230,346%,27.38%,2017,,,https://www.amazon.co.uk/Pirates-Caribbean-Salazars-Revenge-Theatrical/dp/B072C4F1BX/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977688&sr=1-1&keywords=Pirates+of+the+Caribbean+Dead+Men+Tell+No+Tales
Money Monster,58,55,56.5,53,66,-13,59.5,-3.0,thriller,thriller,original screenplay,14.8,"14,788,157",41.0,"41,012,075",52.3,"52,270,529","93,282,604",93,56.03%,27,345%,54.77%,2016,,,https://www.amazon.com/Money-Monster-George-Clooney/dp/B01ESAOAP8/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218958&sr=1-1&keywords=Money+Monster
Spider-Man 3,61,59,60.0,51,66,-15,58.5,1.5,action,"action, adventure",sequel,151.1,"151,116,516",336.5,"336,530,303",554.3,"554,341,323","890,871,626",891,62.22%,258,345%,58.57%,2007,,,http://www.amazon.co.uk/Spider-Man-3-Tobey-Maguire/dp/B00FZ7VVX8/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386525&sr=1-1&keywords=Spider-Man+3
Quarantine,59,53,56,46,60,-14,53,3,horror,"horror, thriller",remake / reboot,14.2,"14,200,000",31.7,"31,690,000",9.6,"9,630,000","41,320,000",41,23.31%,12,344%,118.33%,2008,,,http://www.amazon.com/gp/product/B001PPNAQ0/?tag=titb-20
Red,71,60,65.5,72,70,2,71,-5.5,action,"action, comedy, crime",adaptation,21.8,"21,800,000",90.4,"90,380,000",108.6,"108,630,000","199,010,000",199,54.59%,58,343%,37.59%,2010,,,http://www.amazon.com/gp/product/B004HWYTP4/?tag=titb-20
Love & Other Drugs,48,55,51.5,55,61,-6,58,-6.5,comedy,"comedy, romance",adaptation,9.7,"9,740,000",32.4,"32,370,000",70.4,"70,440,000","102,810,000",103,68.51%,30,343%,32.47%,2010,,,http://www.amazon.com/gp/product/B00BN4QOW0/?tag=titb-20
Eat Pray Love	,36,50,43.0,46,48,-2,47,-4,romance,romance,adaptation,23.1,"23,100,000",80.6,"80,570,000",124.0,"124,020,000","204,590,000",205,60.62%,60,341%,38.50%,2010,,,http://www.amazon.com/gp/product/B00493FLVC/?tag=titb-20
The Bounty Hunter,7,22,14.5,41,37,4,39,-24.5,action,"action, comedy, romance",original screenplay,20.7,"20,700,000",67.1,"67,060,000",69.3,"69,270,000","136,330,000",136,50.81%,40,341%,51.75%,2010,,,http://www.amazon.com/gp/product/B003VMZSB0/?tag=titb-20
Slender Man,7,29,18,22,24,-2,23,-5,Horror,Horror,original screenplay,11.4,"11,371,866",25.7,"25,655,606",8.4,"8,404,628","34,060,234",341,24.68%,10,341%,113.72%,2018,,,https://www.amazon.com/Slender-Man-Joey-King/dp/B07GRW3MBK/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974813&sr=1-1&keywords=Slender+Man
The Happening,19,34,26.5,29,53,-24,41,-14.5,sci-fi,"sci-fi, thriller",original screenplay,30.5,"30,520,000",64.5,"64,510,000",98.9,"98,900,000","163,410,000",163,60.52%,48,340%,63.58%,2008,,,http://www.amazon.com/gp/product/B009MY8AZ2/?tag=titb-20
Divergent,40,48,44.0,70,59,11,64.5,-20.5,action,"action, adventure, sci-fi, drama, romance",adaptation,54.6,"54,607,747",150.9,"150,947,895",137.8,"137,800,000","288,747,895",289,47.72%,85,340%,64.24%,2014,,,http://www.amazon.com/gp/product/B00J59ZKV6/?tag=titb-20
Going in Style ,48,50,49,58,58,0,58,-9,comedy,comedy,remake / reboot,11.9,"11,932,330",45.0,"45,018,541",39.9,"39,900,000","84,918,541",85,46.99%,25,340%,47.73%,2017,,,https://www.amazon.co.uk/Going-Style-Morgan-Freeman/dp/B06Y1BJKSP/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980067&sr=1-1&keywords=Going+in+Style
The American,66,61,63.5,37,60,-23,48.5,15,crime,"crime, thriller",adaptation,13.1,"13,100,000",35.6,"35,610,000",32.3,"32,270,000","67,880,000",68,47.54%,20,339%,65.50%,2010,,,http://www.amazon.com/gp/product/B004B8DH98/?tag=titb-20
Grown Ups	,10,30,20.0,59,50,9,54.5,-34.5,comedy,comedy,original screenplay,40.5,"40,500,000",162.0,"162,000,000",109.4,"109,430,000","271,430,000",271,40.32%,80,339%,50.63%,2010,,,http://www.amazon.com/gp/product/B00493F28Y/?tag=titb-20
Hotel for Dogs ,46,51,48.5,57,47,10,52,-3.5,comedy,"comedy, family",adaptation,17.0,"17,000,000",73.0,"73,000,000",44.0,"43,970,000","118,200,000",118,37.20%,35,338%,48.57%,2009,,,http://www.amazon.com/gp/product/B0026OFZXU/?tag=titb-20
Sisters,59,58,58.5,63,63,0,63,-4.5,comedy,comedy,original screenplay,13.9,"13,922,855",86.1,"86,126,310",15.1,"15,100,000","101,226,310",101,14.92%,30,337%,46.41%,2015,,,http://www.amazon.com/gp/product/B019EJYASU/?tag=titb-20
127 Hours,93,82,87.5,84,79,5,81.5,6,adventure,"adventure, biography",adaptation,2.1,"2,130,000",18.3,"18,330,000",42.4,"42,400,000","60,730,000",61,69.82%,18,337%,11.83%,2010,,,http://www.amazon.com/gp/product/B004Q3SGWG/?tag=titb-20
Smokin' Aces,27,45,36,62,60,2,61,-25,action,"action, comedy",original screenplay,14.6,"14,638,755",35.8,"35,787,686",21.3,"21,316,209","57,103,895",57,37.33%,17,336%,86.11%,2007,,,http://www.amazon.co.uk/Smokin-Aces-Ben-Affleck/dp/B011IZUCC6/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386516&sr=1-1&keywords=smokin27+aces
Vacation,26,34,30,52,61,-9,56.5,-26.5,comedy,comedy,sequel,14.7,"14,681,108",58.9,"58,884,188",45.2,"45,200,000","104,084,188",104,43.43%,31,336%,47.36%,2015,,,http://www.amazon.com/gp/product/B012Y4GPYE/?tag=titb-20
Nick and Norah's Infinite Playlist,73,64,68.5,67,61,6,64,4.5,comedy,"comedy, music ",adaptation,11.3,"11,310,000",31.5,"31,490,000",2.0,"2,020,000","33,510,000",34,6.03%,10,335%,113.10%,2008,,,http://www.amazon.com/gp/product/B001PNV9FG/?tag=titb-20
The Peanut Butter Falcon,95,70,83,96,78,18,87,-5,Adventure,Adventure,original screenplay,0.2,"204,793",20.4,"20,437,883",0.3,"315,805","20,753,688",21,1.52%,6,335%,3.30%,2019,,,-
The Expendables,40,45,42.5,58,63,-5,60.5,-18,action,"action, adventure, thriller",original screenplay,34.8,"34,800,000",103.1,"103,070,000",171.4,"171,400,000","274,470,000",274,62.45%,82,335%,42.44%,2010,,,http://www.amazon.com/gp/product/B004AQR29C/?tag=titb-20
The Great Gatsby,48,55,51.5,68,72,-4,70,-18.5,Drama,"Drama, Romance",adaptation,50.1,"50,085,185",144.8,"144,840,419",206.2,"206,200,000","351,040,419",351,58.74%,105,334%,47.70%,2013,,,http://www.amazon.com/gp/product/B00ESY77LO/?tag=titb-20
Last Christmas,47,50,49,81,49,32,65,-17,Romance,"Romance, Comedy",original screenplay,11.4,"11,441,055",32.3,"32,280,165",51.3,"51,300,000","83,580,165",84,61.38%,25,334%,45.76%,2019,,,https://www.amazon.co.uk/Last-Christmas-Emilia-Clarke/dp/B0812N3TFJ/ref=sr_1_1?keywords=Last+Christmas&qid=1577973651&s=instant-video&sr=1-1
Warm Bodies,81,59,70.0,73,69,4,71,-1,Drama,"Drama, Horror, Comedy, Romance",adaptation,20.4,"20,353,987",66.4,"66,380,662",50.6,"50,600,000","116,980,662",117,43.26%,35,334%,58.15%,2013,,,http://www.amazon.com/gp/product/B00CL50LEC/?tag=titb-20
Shaun the Sheep Movie,99,81,90.0,82,89,-7,85.5,4.5,animation,animation,adaptation,4.0,"4,038,962",19.4,"19,375,982",64.1,"64,100,000","83,475,982",83,76.79%,25,334%,16.16%,2015,,,http://www.amazon.com/gp/product/B013G1EFIC/?tag=titb-20
Angel Has Fallen,39,45,42,93,66,27,80,-38,thriller,Thriller,sequel,21.4,"21,380,987",69.0,"69,030,436",64.3,"64,335,016","133,365,452",133,48.24%,40,333%,53.45%,2019,,,https://www.amazon.co.uk/Angel-Has-Fallen-Gerard-Butler/dp/B07WSB42PD/ref=sr_1_1?keywords=Angel+Has+Fallen&qid=1577973072&s=instant-video&sr=1-1
Next Day Air ,21,46,33.5,27,62,-35,44.5,-11,action,"action, comedy, crime",original screenplay,4.1,"4,100,000",10.0,"10,000,000",0.2,"150,000","10,000,000",10,1.50%,3,333%,136.67%,2009,,,http://www.amazon.com/gp/product/B002LFIGYY/?tag=titb-20
47 Meters Down: Uncaged,42,43,43,68,55,13,62,-19,thriller,Thriller,sequel,8.4,"8,427,265",22.3,"22,260,900",17.6,"17,649,616","39,910,516",40,44.22%,12,333%,70.23%,2019,,,https://www.amazon.co.uk/47-Metres-Down-Uncaged-DVD/dp/B081KQ2NTY/ref=sr_1_2?crid=3AEN2LCEDK0HJ&keywords=47+meters+down+uncaged+movie&qid=1577972928&s=instant-video&sprefix=47+Meters+Down3A+Uncaged2Cinstant-video2C226&sr=1-2-catcorr
Ready Player One,72,64,68,78,74,4,76,-8,Adventure,Adventure,adaptation,41.8,"41,764,050",137.0,"137,018,455",445.0,"445,000,000","582,018,455",582,76.46%,175,333%,23.87%,2018,,,https://www.amazon.com/Ready-Player-One-Tye-Sheridan/dp/B07BDRR6S1/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975225&sr=1-2&keywords=Ready+Player+One
Rings,7,25,16,24,39,-15,31.5,-16,horror,horror,sequel,13.0,"13,002,632",27.8,"27,793,018",55.3,"55,287,872","83,080,890",83,66.55%,25,332%,52.01%,2017,,,https://www.amazon.co.uk/Rings-Matilda-Lutz/dp/B06WW7DBPK/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978704&sr=1-1&keywords=Rings
Zero Dark Thirty,93,95,94.0,80,66,14,73,21,thriller,"history, thriller",based on a true story,0.4,"417,150",95.7,"95,720,716",37.1,"37,100,000","132,820,716",133,27.93%,40,332%,1.04%,2012,,,http://www.amazon.com/gp/product/B00BF11UM0/?tag=titb-20
Pain & Gain,49,45,47.0,47,65,-18,56,-9,Action,"Action, Drama, Thriller, Comedy, Crime",adaptation,20.2,"20,244,505",49.9,"49,875,291",36.3,"36,300,000","86,175,291",86,42.12%,26,331%,77.86%,2013,,,http://www.amazon.com/gp/product/B00ESY863M/?tag=titb-20
Sunshine Cleaning ,72,61,66.5,59,64,-5,61.5,5,comedy,comedy,original screenplay,0.9,"900,000",12.1,"12,060,000",4.5,"4,510,000","16,570,000",17,27.22%,5,331%,18.00%,2009,,,http://www.amazon.com/gp/product/B005K1P8EM/?tag=titb-20
A Good Day to Die Hard,14,28,21.0,41,47,-6,44,-23,Action,"Action, Thriller, Crime",sequel,24.8,"24,834,845",67.3,"67,349,198",237.3,"237,304,984","304,654,182",305,77.89%,92,331%,26.99%,2013,,,http://www.amazon.com/gp/product/B00CFQMVLS/?tag=titb-20
The Smurfs 2,14,34,24.0,57,35,22,46,-22,Fantasy,"Fantasy, Comedy, Animation, Family",sequel,17.5,"17,548,389",71.0,"71,017,784",276.5,"276,527,576","347,545,360",348,79.57%,105,331%,16.71%,2013,,,http://www.amazon.com/gp/product/B00FPTW1A8/?tag=titb-20
No Reservations,39,50,44.5,62,66,-4,64,-19.5,romance,romantic comedy,original screenplay,11.7,"11,704,357",43.1,"43,107,979",49.5,"49,493,071","92,601,050",93,53.45%,28,331%,41.80%,2007,,,http://www.amazon.co.uk/No-Reservations-Catherine-Zeta-Jones/dp/B00ESZTLGC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386333&sr=1-1&keywords=No+Reservations
A Nightmare on Elm Street,13,35,24.0,40,53,-13,46.5,-22.5,horror,"horror, mystery, thriller",remake / reboot,32.9,"32,900,000",63.1,"63,080,000",52.6,"52,590,000","115,670,000",116,45.47%,35,330%,94.00%,2010,,,http://www.amazon.com/gp/product/B0041VMSL8/?tag=titb-20
Godzilla,74,62,68.0,67,68,-1,67.5,0.5,action,"action, adventure, sci-fi, thriller, fantasy",remake / reboot,93.2,"93,188,384",200.7,"200,676,069",328.0,"328,000,000","528,676,069",529,62.04%,160,330%,58.24%,2014,,,http://www.amazon.com/gp/product/B00NM7IR26/?tag=titb-20
Role Models,77,60,68.5,75,75,0,75,-6.5,comedy,comedy,original screenplay,19.2,"19,170,000",67.3,"67,290,000",25.1,"25,090,000","92,380,000",92,27.16%,28,330%,68.46%,2008,,,http://www.amazon.com/gp/product/B0027C5IMY/?tag=titb-20
Captain Underpants,86,69,78,61,67,-6,64,14,animation,animation,adaptation,23.9,"23,851,539",73.9,"73,921,000",51.4,"51,368,450","125,289,450",125,41.00%,38,330%,62.77%,2017,,,https://www.amazon.co.uk/Captain-Underpants-First-Epic-Movie/dp/B079HNQQWV/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981307&sr=1-1&keywords=Captain+Underpants3A+The+First+Epic+Movie
Smurfs: The Lost Village,37,40,39,55,55,0,55,-17,animation,animation,adaptation,13.2,"13,210,449",45.0,"45,020,282",152.2,"152,163,264","197,183,546",197,77.17%,60,329%,22.02%,2017,,,https://www.amazon.co.uk/Smurfs-Lost-Village-Mandy-Patinkin/dp/B0728HMKDT/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978620&sr=1-1&keywords=Smurfs3A+The+Lost+Village
The Hurt Locker ,97,94,95.5,83,71,12,77,18.5,thriller,"thriller, war",original screenplay,0.1,"140,000",17.0,"17,010,000",32.2,"32,210,000","49,220,000",49,65.44%,15,328%,0.93%,2009,Oscar Winner,"Best Picture, Best Director, Best Original Screenplay",http://www.amazon.com/gp/product/B0030MM68O/?tag=titb-20
Street Kings,37,55,46,62,74,-12,68,-22,action,"action, crime",original screenplay,12.5,"12,500,000",26.4,"26,420,000",39.2,"39,150,000","65,570,000",66,59.71%,20,328%,62.50%,2008,,,http://www.amazon.com/gp/product/B001G8JQ6Y/?tag=titb-20
The Mummy,16,34,25,36,48,-12,42,-17,action,"action, adventure",remake / reboot,31.7,"31,688,375",80.1,"80,101,125",329.0,"329,003,712","409,104,837",409,80.42%,125,327%,25.35%,2017,,,https://www.amazon.co.uk/Mummy-Tom-Cruise/dp/B071ZQWYL7/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546978596&sr=1-2&keywords=The+Mummy
War for the Planet of the Apes,93,82,88,84,81,3,82.5,5,sci-fi,"sci-fi, action",sequel,56.3,"56,262,929",146.9,"146,880,162",343.8,"343,784,076","490,664,238",491,70.07%,150,327%,37.51%,2017,,,https://www.amazon.co.uk/War-Planet-Apes-Matt-Reeves/dp/B073XTBHJX/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981573&sr=1-1&keywords=War+for+the+Planet+of+the+Apes
The Amazing Spider-Man,73,66,69.5,77,72,5,74.5,-5,action,"action, adventure, fantasy",adaptation,62.0,"62,004,688",262.0,"262,030,663",490.2,"490,185,894","752,216,557",752,65.17%,230,327%,26.96%,2012,,,http://www.amazon.com/gp/product/B00JPNZPCG/?tag=titb-20
The Roommate,4,23,13.5,29,39,-10,34,-20.5,horror,"horror, thriller",original screenplay,15.0,"15,000,000",37.3,"37,300,000",3.2,"3,190,000","52,300,037",52,6.10%,16,327%,93.75%,2011,,,http://www.amazon.com/gp/product/B004XWLI4I/?tag=titb-20
Gamer ,29,27,28,43,54,-11,48.5,-20.5,action,"action, sci-fi, thriller",original screenplay,9.2,"9,150,000",20.5,"20,530,000",20.3,"20,290,000","40,820,000",41,49.71%,13,327%,73.20%,2009,,,http://www.amazon.com/gp/product/B002Z8L5ZE/?tag=titb-20
London Has Fallen,26,28,27.0,53,51,2,52,-25.0,Action,Action,sequel,21.6,"21,635,601",62.5,"62,524,260",133.2,"133,201,324","195,725,584",196,68.06%,60,326%,36.06%,2016,,,https://www.amazon.com/London-Has-Fallen-Gerard-Butler/dp/B01CIPPE28/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219140&sr=1-1&keywords=London+Has+Fallen
A Dog’s Journey,50,43,47,92,70,22,81,-35,Drama,Drama,adaptation,8.0,"8,030,085",22.5,"22,546,590",49.2,"49,200,000","71,746,590",72,68.57%,22,326%,36.50%,2019,,,https://www.amazon.co.uk/Dogs-Journey-Marg-Helgenberger/dp/B07WZ116NH/ref=sr_1_1?keywords=A+DogE28099s+Journey&qid=1577972984&s=instant-video&sr=1-1
